,target,word_count,stop_word_count,url_count,mean_word_length,char_count,punctuation_count,vector
7184,0,26,14,0,4.038461538461538,130,1,[0. 0. 0. ... 0. 0. 0.]
5706,1,19,6,1,6.2105263157894735,136,15,[0. 0. 0. ... 0. 0. 0.]
7527,1,21,9,1,5.523809523809524,137,9,[0. 0. 0. ... 0. 0. 0.]
4183,0,7,1,1,8.0,62,8,[0. 0. 0. ... 0. 0. 0.]
7544,0,16,5,0,5.875,109,8,[0. 0. 0. ... 0. 0. 0.]
6863,0,12,3,0,4.75,68,1,[0. 0. 0. ... 0. 0. 0.]
4652,1,21,8,0,5.619047619047619,138,3,[0. 0. 0. ... 0. 0. 0.]
748,0,10,3,0,4.1,50,3,[0. 0. 0. ... 0. 0. 0.]
4362,1,18,4,1,6.388888888888889,132,6,[0. 0. 0. ... 0. 0. 0.]
2673,0,24,10,0,4.625,134,1,[0. 0. 0. ... 0. 0. 0.]
7078,0,16,5,1,6.375,117,6,[0. 0. 0. ... 0. 0. 0.]
5153,0,18,1,0,7.055555555555555,144,7,[0. 0. 0. ... 0. 0. 0.]
1485,1,27,16,0,4.222222222222222,140,3,[0. 0. 0. ... 0. 0. 0.]
2968,1,14,4,1,6.357142857142857,102,10,[0. 0. 0. ... 0. 0. 0.]
2298,0,25,12,0,4.6,139,1,[0. 0. 0. ... 0. 0. 0.]
6167,1,11,0,0,6.090909090909091,77,7,[0.         0.         0.30317325 ... 0.         0.         0.        ]
6815,0,11,5,1,7.727272727272727,95,7,[0. 0. 0. ... 0. 0. 0.]
4644,0,23,13,0,5.0,138,5,[0. 0. 0. ... 0. 0. 0.]
3815,1,13,2,1,7.076923076923077,104,5,[0. 0. 0. ... 0. 0. 0.]
2882,1,16,5,1,6.5625,121,7,[0. 0. 0. ... 0. 0. 0.]
1071,0,6,1,1,6.666666666666667,45,6,[0. 0. 0. ... 0. 0. 0.]
2852,1,15,3,2,8.066666666666666,135,21,[0. 0. 0. ... 0. 0. 0.]
5663,0,11,3,1,7.909090909090909,97,8,[0. 0. 0. ... 0. 0. 0.]
5102,1,15,4,1,6.733333333333333,116,9,[0. 0. 0. ... 0. 0. 0.]
4593,0,10,4,1,6.1,70,5,[0. 0. 0. ... 0. 0. 0.]
5581,1,18,6,1,6.666666666666667,137,8,[0. 0. 0. ... 0. 0. 0.]
5790,1,21,5,0,5.857142857142857,144,8,[0. 0. 0. ... 0. 0. 0.]
3115,0,25,14,0,4.32,132,7,[0. 0. 0. ... 0. 0. 0.]
790,0,22,6,0,4.2727272727272725,115,3,[0. 0. 0. ... 0. 0. 0.]
1837,0,21,10,0,3.857142857142857,101,7,[0. 0. 0. ... 0. 0. 0.]
4923,0,7,3,0,5.0,41,2,[0. 0. 0. ... 0. 0. 0.]
3527,0,18,2,1,6.444444444444445,135,8,[0. 0. 0. ... 0. 0. 0.]
3516,1,18,4,1,6.611111111111111,136,11,[0. 0. 0. ... 0. 0. 0.]
4127,1,14,2,2,8.0,125,11,[0. 0. 0. ... 0. 0. 0.]
2656,0,8,0,1,6.625,60,13,[0. 0. 0. ... 0. 0. 0.]
4000,1,18,10,0,4.388888888888889,96,3,[0. 0. 0. ... 0. 0. 0.]
113,0,2,0,1,16.5,34,5,[0. 0. 0. ... 0. 0. 0.]
3375,1,11,0,1,6.363636363636363,80,6,[0. 0. 0. ... 0. 0. 0.]
1714,1,16,4,1,7.3125,132,9,[0. 0. 0. ... 0. 0. 0.]
5199,0,5,2,0,5.2,30,2,[0. 0. 0. ... 0. 0. 0.]
6387,1,16,3,1,5.75,107,5,[0. 0. 0. ... 0. 0. 0.]
5869,0,12,3,0,3.583333333333333,54,5,[0. 0. 0. ... 0. 0. 0.]
2689,0,22,11,1,5.227272727272728,136,6,[0. 0. 0. ... 0. 0. 0.]
1467,0,22,8,0,5.409090909090909,140,4,[0. 0. 0. ... 0. 0. 0.]
3482,0,13,5,0,4.923076923076923,76,5,[0. 0. 0. ... 0. 0. 0.]
5801,0,20,10,0,5.9,137,7,[0. 0. 0. ... 0. 0. 0.]
2411,1,14,7,0,5.0,83,2,[0. 0. 0. ... 0. 0. 0.]
440,0,12,1,0,4.083333333333333,60,0,[0. 0. 0. ... 0. 0. 0.]
5091,1,11,3,1,7.181818181818182,89,5,[0. 0. 0. ... 0. 0. 0.]
5221,0,23,11,0,4.913043478260869,135,7,[0. 0. 0. ... 0. 0. 0.]
5710,1,19,7,1,6.421052631578948,140,13,[0. 0. 0. ... 0. 0. 0.]
4437,1,11,2,1,6.636363636363637,83,5,[0. 0. 0. ... 0. 0. 0.]
3208,1,12,1,1,7.083333333333333,96,6,[0. 0. 0. ... 0. 0. 0.]
7533,1,8,2,0,6.625,60,3,[0. 0. 0. ... 0. 0. 0.]
4751,0,20,1,2,6.3,145,19,[0. 0. 0. ... 0. 0. 0.]
2636,0,22,10,0,4.045454545454546,110,1,[0. 0. 0. ... 0. 0. 0.]
7209,0,7,3,0,5.142857142857143,42,4,[0. 0. 0. ... 0. 0. 0.]
3929,0,21,1,2,5.523809523809524,137,14,[0. 0. 0. ... 0. 0. 0.]
7297,1,20,8,2,5.95,138,12,[0. 0. 0. ... 0. 0. 0.]
1868,0,7,3,1,9.0,69,6,[0. 0. 0. ... 0. 0. 0.]
7090,1,13,4,0,4.384615384615385,70,2,[0. 0. 0. ... 0. 0. 0.]
4220,0,11,3,0,6.181818181818182,78,5,[0. 0. 0. ... 0. 0. 0.]
4568,0,21,8,0,4.619047619047619,120,8,[0. 0. 0. ... 0. 0. 0.]
1922,0,10,4,0,4.0,49,4,[0. 0. 0. ... 0. 0. 0.]
2346,1,9,2,1,8.333333333333334,83,8,[0. 0. 0. ... 0. 0. 0.]
3389,1,22,8,1,5.2727272727272725,137,6,[0. 0. 0. ... 0. 0. 0.]
3174,0,16,6,1,6.0625,112,9,[0. 0. 0. ... 0. 0. 0.]
3947,1,10,3,1,7.1,80,5,[0. 0. 0. ... 0. 0. 0.]
1439,0,11,1,1,7.090909090909091,88,6,[0. 0. 0. ... 0. 0. 0.]
487,0,20,9,1,5.1,122,7,[0. 0. 0. ... 0. 0. 0.]
1715,0,13,6,1,4.846153846153846,75,5,[0. 0. 0. ... 0. 0. 0.]
5462,1,20,4,1,5.85,136,11,[0. 0. 0. ... 0. 0. 0.]
2913,0,17,8,0,4.352941176470588,90,5,[0. 0. 0. ... 0. 0. 0.]
6456,1,19,7,1,5.7368421052631575,127,11,[0. 0. 0. ... 0. 0. 0.]
4105,1,22,2,0,5.2727272727272725,137,9,[0. 0. 0. ... 0. 0. 0.]
242,0,7,1,0,5.714285714285714,46,3,[0. 0. 0. ... 0. 0. 0.]
5566,1,7,2,0,5.571428571428571,45,1,[0. 0. 0. ... 0. 0. 0.]
6798,1,7,2,0,6.142857142857143,49,2,[0. 0. 0. ... 0. 0. 0.]
621,1,21,9,0,5.428571428571429,134,9,[0. 0. 0. ... 0. 0. 0.]
887,0,18,4,1,5.777777777777778,121,12,[0. 0. 0. ... 0. 0. 0.]
381,1,15,4,2,8.066666666666666,135,13,[0. 0. 0. ... 0. 0. 0.]
3534,0,20,8,1,5.9,137,10,[0. 0. 0. ... 0. 0. 0.]
3680,0,4,1,0,5.75,26,0,[0. 0. 0. ... 0. 0. 0.]
5277,1,13,3,1,6.384615384615385,95,6,[0. 0. 0. ... 0. 0. 0.]
6680,0,11,2,0,5.545454545454546,71,1,[0. 0. 0. ... 0. 0. 0.]
5906,1,16,3,0,5.125,97,7,[0. 0. 0. ... 0. 0. 0.]
5085,1,15,1,1,7.866666666666666,132,13,[0. 0. 0. ... 0. 0. 0.]
1205,1,21,9,0,5.571428571428571,137,3,[0. 0. 0. ... 0. 0. 0.]
3783,1,22,8,0,4.5,120,3,[0. 0. 0. ... 0. 0. 0.]
484,0,22,11,0,4.681818181818182,127,7,[0. 0. 0. ... 0. 0. 0.]
5034,0,16,5,0,4.9375,94,3,[0. 0. 0. ... 0. 0. 0.]
3093,0,13,4,1,8.076923076923077,117,7,[0. 0. 0. ... 0. 0. 0.]
2166,1,13,2,1,6.615384615384615,98,6,[0. 0. 0. ... 0. 0. 0.]
7547,0,20,8,0,4.05,100,2,[0. 0. 0. ... 0. 0. 0.]
4873,0,4,0,0,12.0,51,3,[0. 0. 0. ... 0. 0. 0.]
3037,1,17,1,1,7.0,135,23,[0. 0. 0. ... 0. 0. 0.]
3853,1,21,9,0,4.285714285714286,110,1,[0. 0. 0. ... 0. 0. 0.]
7512,1,17,7,1,7.0588235294117645,136,12,[0. 0. 0. ... 0. 0. 0.]
7005,0,10,3,0,4.0,49,1,[0. 0. 0. ... 0. 0. 0.]
3148,1,20,3,0,5.9,137,3,[0. 0. 0. ... 0. 0. 0.]
3608,0,2,0,0,7.5,16,0,[0. 0. 0. ... 0. 0. 0.]
5786,1,15,3,0,4.133333333333334,76,8,[0. 0. 0. ... 0. 0. 0.]
3332,1,18,1,1,6.5,136,9,[0. 0. 0. ... 0. 0. 0.]
5619,0,19,3,1,6.157894736842105,135,7,[0. 0. 0. ... 0. 0. 0.]
6926,0,25,13,0,4.92,147,8,[0. 0. 0. ... 0. 0. 0.]
7374,0,19,7,0,4.421052631578948,102,7,[0. 0. 0. ... 0. 0. 0.]
586,1,18,5,1,6.611111111111111,137,5,[0. 0. 0. ... 0. 0. 0.]
74,1,15,1,0,5.0,90,3,[0. 0. 0. ... 0. 0. 0.]
6612,0,14,5,1,5.785714285714286,94,8,[0. 0. 0. ... 0. 0. 0.]
369,0,20,1,2,5.9,137,11,[0. 0. 0. ... 0. 0. 0.]
6076,0,13,6,0,5.846153846153846,88,2,[0. 0. 0. ... 0. 0. 0.]
879,0,13,2,0,5.846153846153846,88,1,[0. 0. 0. ... 0. 0. 0.]
5009,0,23,10,0,4.260869565217392,120,2,[0. 0. 0. ... 0. 0. 0.]
3379,1,16,1,1,7.5625,136,12,[0. 0. 0. ... 0. 0. 0.]
5868,0,17,9,0,4.588235294117647,94,3,[0. 0. 0. ... 0. 0. 0.]
4814,1,8,3,0,5.625,52,2,[0. 0. 0. ... 0. 0. 0.]
7344,1,13,1,2,8.076923076923077,117,12,[0. 0. 0. ... 0. 0. 0.]
4453,1,19,6,1,5.631578947368421,126,9,[0. 0. 0. ... 0. 0. 0.]
805,0,19,5,1,5.842105263157895,130,7,[0. 0. 0. ... 0. 0. 0.]
809,0,20,5,1,5.95,138,9,[0. 0. 0. ... 0. 0. 0.]
3540,0,8,2,0,5.0,47,4,[0. 0. 0. ... 0. 0. 0.]
6504,0,12,2,2,7.0,95,11,[0. 0. 0. ... 0. 0. 0.]
4193,0,13,4,0,5.538461538461538,84,4,[0. 0. 0. ... 0. 0. 0.]
5240,0,20,6,0,5.85,139,4,[0. 0. 0. ... 0. 0. 0.]
506,1,18,4,1,5.833333333333333,122,9,[0. 0. 0. ... 0. 0. 0.]
107,0,8,2,0,5.75,53,3,[0. 0. 0. ... 0. 0. 0.]
4581,0,22,11,0,4.681818181818182,124,1,[0. 0. 0. ... 0. 0. 0.]
760,0,15,7,0,3.933333333333333,73,1,[0. 0. 0. ... 0. 0. 0.]
7082,0,9,0,4,12.666666666666666,122,20,[0. 0. 0. ... 0. 0. 0.]
4091,0,7,3,0,3.857142857142857,33,4,[0. 0. 0. ... 0. 0. 0.]
7399,1,9,1,1,8.11111111111111,81,5,[0. 0. 0. ... 0. 0. 0.]
2723,1,20,8,1,6.0,139,10,[0. 0. 0. ... 0. 0. 0.]
6741,0,16,10,0,3.75,75,1,[0. 0. 0. ... 0. 0. 0.]
4416,1,8,2,1,8.25,73,5,[0. 0. 0. ... 0. 0. 0.]
3764,1,16,8,1,5.9375,110,10,[0. 0. 0. ... 0. 0. 0.]
4801,0,23,10,0,5.652173913043479,152,11,[0. 0. 0. ... 0. 0. 0.]
2841,1,17,4,1,6.941176470588236,136,10,[0. 0. 0. ... 0. 0. 0.]
5169,0,18,9,0,3.555555555555556,81,2,[0. 0. 0. ... 0. 0. 0.]
7338,1,10,3,1,7.1,80,6,[0. 0. 0. ... 0. 0. 0.]
7264,0,12,1,1,6.333333333333333,88,17,[0. 0. 0. ... 0. 0. 0.]
1235,1,9,2,2,9.22222222222222,91,10,[0. 0. 0. ... 0. 0. 0.]
5900,1,14,8,1,5.571428571428571,91,5,[0. 0. 0. ... 0. 0. 0.]
1965,0,20,7,0,4.35,106,6,[0. 0. 0. ... 0. 0. 0.]
3909,1,25,10,0,4.48,136,6,[0. 0. 0. ... 0. 0. 0.]
291,0,16,9,0,4.5625,88,5,[0. 0. 0. ... 0. 0. 0.]
5101,1,16,4,1,6.75,124,6,[0. 0. 0. ... 0. 0. 0.]
1734,1,17,9,0,3.882352941176471,82,6,[0. 0. 0. ... 0. 0. 0.]
514,1,18,4,1,5.833333333333333,122,9,[0. 0. 0. ... 0. 0. 0.]
1275,0,11,2,0,5.454545454545454,70,3,[0. 0. 0. ... 0. 0. 0.]
1360,1,16,4,0,6.625,121,6,[0. 0. 0. ... 0. 0. 0.]
735,1,8,3,0,5.125,48,2,[0. 0. 0. ... 0. 0. 0.]
4380,1,10,1,1,7.9,88,6,[0. 0. 0. ... 0. 0. 0.]
890,0,15,6,0,4.933333333333334,88,7,[0. 0. 0. ... 0. 0. 0.]
2875,1,18,7,1,5.888888888888889,123,9,[0. 0. 0. ... 0. 0. 0.]
3715,1,21,9,1,5.523809523809524,136,7,[0. 0. 0. ... 0. 0. 0.]
4628,0,19,6,1,5.684210526315789,127,11,[0. 0. 0. ... 0. 0. 0.]
6750,1,7,1,1,8.714285714285714,67,5,[0. 0. 0. ... 0. 0. 0.]
1600,0,11,1,1,7.272727272727272,90,6,[0. 0. 0. ... 0. 0. 0.]
2509,0,14,2,1,8.428571428571429,131,14,[0. 0. 0. ... 0. 0. 0.]
3596,1,13,2,1,6.6923076923076925,99,8,[0. 0. 0. ... 0. 0. 0.]
814,0,14,3,2,7.0,111,15,[0. 0. 0. ... 0. 0. 0.]
5968,0,8,1,0,7.375,66,6,[0. 0. 0. ... 0. 0. 0.]
931,0,18,10,1,6.5,134,11,[0. 0. 0. ... 0. 0. 0.]
6373,1,16,2,1,7.8125,140,11,[0. 0. 0. ... 0. 0. 0.]
1763,1,19,7,1,6.368421052631579,139,8,[0. 0. 0. ... 0. 0. 0.]
2114,1,17,1,1,6.941176470588236,134,17,[0. 0. 0. ... 0. 0. 0.]
6810,0,11,5,0,4.454545454545454,60,1,[0. 0. 0. ... 0. 0. 0.]
4520,0,8,3,0,6.0,56,1,[0. 0. 0. ... 0. 0. 0.]
1751,1,25,2,0,4.48,136,12,[0. 0. 0. ... 0. 0. 0.]
4184,0,4,2,0,4.0,19,0,[0. 0. 0. ... 0. 0. 0.]
7573,0,11,3,1,6.363636363636363,80,6,[0. 0. 0. ... 0. 0. 0.]
670,0,16,7,1,5.3125,100,8,[0. 0. 0. ... 0. 0. 0.]
4744,0,19,5,1,5.684210526315789,126,7,[0. 0. 0. ... 0. 0. 0.]
46,1,13,5,1,6.538461538461538,97,6,[0. 0. 0. ... 0. 0. 0.]
5478,0,12,0,2,9.25,122,15,[0. 0. 0. ... 0. 0. 0.]
2996,1,20,3,1,5.65,133,6,[0. 0. 0. ... 0. 0. 0.]
3866,1,18,6,0,5.888888888888889,124,6,[0. 0. 0. ... 0. 0. 0.]
538,0,18,5,1,6.166666666666667,128,15,[0. 0. 0. ... 0. 0. 0.]
221,0,13,5,1,6.307692307692308,94,7,[0. 0. 0. ... 0. 0. 0.]
6221,1,8,5,0,3.0,31,0,[0. 0. 0. ... 0. 0. 0.]
228,0,15,4,0,4.8,86,9,[0. 0. 0. ... 0. 0. 0.]
4149,0,20,7,1,5.85,136,13,[0. 0. 0. ... 0. 0. 0.]
6129,0,3,0,0,6.0,20,2,[0. 0. 0. ... 0. 0. 0.]
4378,1,10,1,2,9.4,103,10,[0. 0. 0. ... 0. 0. 0.]
4336,0,11,4,1,6.727272727272728,84,5,[0. 0. 0. ... 0. 0. 0.]
768,0,4,2,0,4.75,22,0,[0. 0. 0. ... 0. 0. 0.]
1010,0,11,2,0,4.181818181818182,56,5,[0. 0. 0. ... 0. 0. 0.]
6655,1,21,9,0,5.619047619047619,138,3,[0. 0. 0. ... 0. 0. 0.]
797,0,11,4,0,4.454545454545454,59,4,[0. 0. 0. ... 0. 0. 0.]
276,0,2,0,0,8.0,17,0,[0. 0. 0. ... 0. 0. 0.]
7425,1,17,3,1,6.941176470588236,134,9,[0. 0. 0. ... 0. 0. 0.]
5394,0,23,12,0,4.782608695652174,132,5,[0. 0. 0. ... 0. 0. 0.]
2397,0,11,2,1,9.363636363636363,114,12,[0. 0. 0. ... 0. 0. 0.]
7523,1,13,2,1,6.923076923076923,102,7,[0. 0. 0. ... 0. 0. 0.]
255,0,6,1,2,13.166666666666666,84,11,[0. 0. 0. ... 0. 0. 0.]
3189,0,8,0,1,7.625,68,10,[0. 0. 0. ... 0. 0. 0.]
3334,1,15,1,2,7.933333333333334,133,10,[0. 0. 0. ... 0. 0. 0.]
4171,1,19,8,0,5.578947368421052,124,3,[0. 0. 0. ... 0. 0. 0.]
3665,0,21,3,1,5.238095238095238,130,16,[0.         0.         0.         ... 0.         0.35843626 0.        ]
508,1,18,4,1,5.833333333333333,122,9,[0. 0. 0. ... 0. 0. 0.]
705,0,5,1,0,5.6,32,1,[0. 0. 0. ... 0. 0. 0.]
593,1,20,2,1,6.05,140,13,[0. 0. 0. ... 0. 0. 0.]
5386,0,25,11,1,4.48,136,8,[0. 0. 0. ... 0. 0. 0.]
4888,1,15,4,1,6.6,113,9,[0. 0. 0. ... 0. 0. 0.]
2933,0,14,6,0,4.5,76,3,[0. 0. 0. ... 0. 0. 0.]
1343,1,21,10,0,5.238095238095238,130,1,[0. 0. 0. ... 0. 0. 0.]
3843,0,14,5,0,5.214285714285714,87,7,[0. 0. 0. ... 0. 0. 0.]
6082,1,23,6,0,5.0,137,8,[0. 0. 0. ... 0. 0. 0.]
2084,1,9,1,1,6.666666666666667,68,7,[0. 0. 0. ... 0. 0. 0.]
3186,1,12,3,1,7.0,95,14,[0. 0. 0. ... 0. 0. 0.]
5488,0,11,0,2,11.363636363636363,135,15,[0. 0. 0. ... 0. 0. 0.]
4638,0,24,13,0,4.625,134,4,[0. 0. 0. ... 0. 0. 0.]
1597,0,9,3,1,6.777777777777778,70,6,[0. 0. 0. ... 0. 0. 0.]
4344,0,16,3,1,6.1875,114,8,[0. 0. 0. ... 0. 0. 0.]
5451,0,11,1,1,6.636363636363637,83,7,[0. 0. 0. ... 0. 0. 0.]
6978,1,24,9,1,4.708333333333333,136,8,[0. 0. 0. ... 0. 0. 0.]
1709,0,17,2,1,6.294117647058823,123,10,[0. 0. 0. ... 0. 0. 0.]
1726,1,24,9,0,4.75,137,2,[0. 0. 0. ... 0. 0. 0.]
4569,1,19,7,1,5.894736842105263,130,11,[0. 0. 0. ... 0. 0. 0.]
4649,0,22,9,0,5.136363636363637,134,6,[0. 0. 0. ... 0. 0. 0.]
5118,1,12,2,1,7.166666666666667,97,7,[0. 0. 0. ... 0. 0. 0.]
1012,0,22,7,1,5.363636363636363,139,18,[0. 0. 0. ... 0. 0. 0.]
1843,1,18,5,0,5.666666666666667,119,8,[0. 0. 0. ... 0. 0. 0.]
1132,1,18,8,0,4.555555555555555,99,6,[0. 0. 0. ... 0. 0. 0.]
5051,1,12,3,1,7.083333333333333,96,5,[0. 0. 0. ... 0. 0. 0.]
4247,1,9,3,1,7.777777777777778,78,7,[0. 0. 0. ... 0. 0. 0.]
2654,1,20,7,1,5.7,133,6,[0. 0. 0. ... 0. 0. 0.]
6627,1,12,3,1,7.416666666666667,100,9,[0. 0. 0. ... 0. 0. 0.]
6008,0,10,2,0,4.2,54,2,[0. 0. 0. ... 0. 0. 0.]
2038,0,18,5,1,6.611111111111111,136,11,[0. 0. 0. ... 0. 0. 0.]
3140,1,13,2,1,9.692307692307692,139,10,[0. 0. 0. ... 0. 0. 0.]
1711,1,22,9,1,5.181818181818182,135,6,[0. 0. 0. ... 0. 0. 0.]
7581,0,13,3,1,7.076923076923077,104,8,[0. 0. 0. ... 0. 0. 0.]
7468,0,14,5,0,4.5,76,1,[0. 0. 0. ... 0. 0. 0.]
247,1,4,1,0,9.5,41,0,[0. 0. 0. ... 0. 0. 0.]
7040,1,18,4,1,6.722222222222222,138,11,[0. 0. 0. ... 0. 0. 0.]
7548,0,18,5,1,5.722222222222222,120,9,[0. 0. 0. ... 0. 0. 0.]
5075,0,17,8,0,5.588235294117647,111,3,[0. 0. 0. ... 0. 0. 0.]
7108,1,22,9,0,5.318181818181818,139,4,[0. 0. 0. ... 0. 0. 0.]
4163,0,22,13,0,4.136363636363637,112,0,[0. 0. 0. ... 0. 0. 0.]
3962,1,22,13,1,4.636363636363637,123,7,[0. 0. 0. ... 0. 0. 0.]
6733,1,15,1,1,7.2,122,11,[0. 0. 0. ... 0. 0. 0.]
6042,0,23,3,0,5.086956521739131,139,5,[0. 0. 0. ... 0. 0. 0.]
5978,0,6,1,1,8.833333333333334,58,5,[0. 0. 0. ... 0. 0. 0.]
1621,1,13,1,1,7.230769230769231,106,10,[0. 0. 0. ... 0. 0. 0.]
3091,0,13,4,1,8.076923076923077,117,7,[0. 0. 0. ... 0. 0. 0.]
6274,0,17,6,0,3.117647058823529,69,2,[0. 0. 0. ... 0. 0. 0.]
1885,0,6,1,0,6.0,41,2,[0. 0. 0. ... 0. 0. 0.]
1510,1,14,4,1,7.071428571428571,112,5,[0. 0. 0. ... 0. 0. 0.]
5255,1,21,8,1,5.380952380952381,134,9,[0. 0. 0. ... 0. 0. 0.]
154,1,10,2,1,7.4,83,9,[0. 0. 0. ... 0. 0. 0.]
1733,1,22,5,1,5.227272727272728,136,9,[0. 0. 0. ... 0. 0. 0.]
4562,0,8,3,0,5.25,50,1,[0. 0. 0. ... 0. 0. 0.]
2018,0,14,3,1,8.714285714285714,135,10,[0. 0. 0. ... 0. 0. 0.]
2640,0,24,11,0,4.791666666666667,138,2,[0. 0. 0. ... 0. 0. 0.]
251,1,19,3,1,6.368421052631579,139,11,[0. 0. 0. ... 0. 0. 0.]
3737,0,17,4,1,6.941176470588236,134,11,[0. 0. 0. ... 0. 0. 0.]
6701,1,25,11,1,4.88,146,13,[0. 0. 0. ... 0. 0. 0.]
7446,1,15,2,1,7.066666666666666,120,11,[0. 0. 0. ... 0. 0. 0.]
2494,0,20,12,0,4.5,109,3,[0. 0. 0. ... 0. 0. 0.]
3388,1,9,2,2,9.333333333333334,92,11,[0. 0. 0. ... 0. 0. 0.]
4311,1,18,6,0,5.5,117,7,[0. 0. 0. ... 0. 0. 0.]
2627,1,10,3,1,7.7,86,5,[0. 0. 0. ... 0. 0. 0.]
7386,0,8,1,1,8.5,75,7,[0. 0. 0. ... 0. 0. 0.]
2192,1,17,4,1,7.0588235294117645,136,10,[0. 0. 0. ... 0. 0. 0.]
2334,0,10,3,0,4.7,56,2,[0. 0. 0. ... 0. 0. 0.]
5592,0,20,6,0,5.95,138,6,[0. 0. 0. ... 0. 0. 0.]
3644,1,13,4,1,6.6923076923076925,99,14,[0. 0. 0. ... 0. 0. 0.]
4201,0,16,2,1,6.6875,123,8,[0. 0. 0. ... 0. 0. 0.]
3127,1,22,7,0,5.2727272727272725,138,4,[0. 0. 0. ... 0. 0. 0.]
779,0,23,12,0,4.521739130434782,126,7,[0. 0. 0. ... 0. 0. 0.]
4315,0,5,0,1,9.2,50,5,[0. 0. 0. ... 0. 0. 0.]
6091,1,25,15,0,4.2,129,0,[0. 0. 0. ... 0. 0. 0.]
3632,1,13,1,1,7.6923076923076925,112,10,[0. 0. 0. ... 0. 0. 0.]
362,0,28,0,1,4.0,140,50,[0. 0. 0. ... 0. 0. 0.]
5881,1,14,8,1,5.571428571428571,91,5,[0. 0. 0. ... 0. 0. 0.]
2850,1,17,3,1,6.647058823529412,129,8,[0. 0. 0. ... 0. 0. 0.]
2824,1,16,6,0,7.375,133,9,[0. 0. 0. ... 0. 0. 0.]
1854,0,5,2,1,8.6,47,7,[0. 0. 0. ... 0. 0. 0.]
4750,1,21,6,0,5.238095238095238,130,4,[0. 0. 0. ... 0. 0. 0.]
6770,1,10,2,1,7.8,87,5,[0. 0. 0. ... 0. 0. 0.]
4790,1,23,10,0,4.391304347826087,123,3,[0. 0. 0. ... 0. 0. 0.]
7380,1,13,3,1,7.769230769230769,113,11,[0. 0. 0. ... 0. 0. 0.]
6958,0,21,9,1,4.809523809523809,121,11,[0. 0. 0. ... 0. 0. 0.]
5393,0,6,2,0,3.333333333333333,25,0,[0. 0. 0. ... 0. 0. 0.]
7233,0,22,9,0,5.363636363636363,139,4,[0. 0. 0. ... 0. 0. 0.]
517,0,13,2,1,7.6923076923076925,112,10,[0. 0. 0. ... 0. 0. 0.]
5184,0,1,0,0,11.0,11,0,[0. 0. 0. ... 0. 0. 0.]
2991,0,26,8,0,4.1923076923076925,134,9,[0. 0. 0. ... 0. 0. 0.]
5851,0,17,8,0,4.0588235294117645,85,1,[0. 0. 0. ... 0. 0. 0.]
3970,0,17,9,0,4.0,84,5,[0. 0. 0. ... 0. 0. 0.]
7532,1,21,9,1,5.523809523809524,137,9,[0. 0. 0. ... 0. 0. 0.]
3378,1,16,4,1,7.25,131,8,[0. 0. 0. ... 0. 0. 0.]
1399,1,15,4,1,7.8,136,14,[0. 0. 0. ... 0. 0. 0.]
3486,1,17,8,1,6.176470588235294,121,9,[0. 0. 0. ... 0. 0. 0.]
7050,1,9,5,0,4.222222222222222,46,0,[0. 0. 0. ... 0. 0. 0.]
3247,1,13,2,2,8.076923076923077,117,11,[0. 0. 0. ... 0. 0. 0.]
6392,1,16,2,1,7.8125,140,11,[0. 0. 0. ... 0. 0. 0.]
7011,0,6,2,0,4.0,29,4,[0. 0. 0. ... 0. 0. 0.]
7500,1,11,4,0,4.181818181818182,56,1,[0. 0. 0. ... 0. 0. 0.]
1054,0,6,0,0,5.0,35,2,[0. 0. 0. ... 0. 0. 0.]
5808,1,20,5,0,5.95,138,4,[0. 0. 0. ... 0. 0. 0.]
172,1,11,1,2,9.090909090909092,110,10,[0. 0. 0. ... 0. 0. 0.]
835,0,12,7,0,5.166666666666667,73,3,[0. 0. 0. ... 0. 0. 0.]
431,0,6,4,0,3.1666666666666665,24,0,[0. 0. 0. ... 0. 0. 0.]
921,0,24,14,0,4.666666666666667,139,5,[0. 0. 0. ... 0. 0. 0.]
5671,1,25,16,1,4.48,136,9,[0. 0. 0. ... 0. 0. 0.]
1950,0,6,0,0,9.166666666666666,60,3,[0. 0. 0. ... 0. 0. 0.]
6825,1,14,2,1,8.5,132,19,[0. 0. 0. ... 0. 0. 0.]
4785,0,24,11,0,4.666666666666667,135,6,[0. 0. 0. ... 0. 0. 0.]
5436,1,21,5,1,5.428571428571429,134,7,[0. 0. 0. ... 0. 0. 0.]
161,1,25,8,0,4.32,136,5,[0. 0. 0. ... 0. 0. 0.]
3730,1,14,6,0,4.0,69,6,[0. 0. 0. ... 0. 0. 0.]
785,0,26,13,0,4.423076923076923,140,9,[0. 0. 0. ... 0. 0. 0.]
1865,0,23,8,0,5.0,137,6,[0. 0. 0. ... 0. 0. 0.]
1013,0,13,8,0,3.692307692307693,60,1,[0. 0. 0. ... 0. 0. 0.]
4682,0,7,1,0,6.285714285714286,50,4,[0. 0. 0. ... 0. 0. 0.]
5574,1,16,9,0,3.5,71,3,[0. 0. 0. ... 0. 0. 0.]
3542,1,14,1,2,8.928571428571429,138,15,[0. 0. 0. ... 0. 0. 0.]
1230,1,14,4,1,7.785714285714286,122,9,[0. 0. 0. ... 0. 0. 0.]
7444,0,16,8,2,7.0625,128,13,[0. 0. 0. ... 0. 0. 0.]
